text,intent
ajari aku bikin sandwich dengan daging sapi panggang,cari_resep
makasih,terima_kasih
minta resep kikil tahu pedas endoll.,cari_resep
berapa kalori kacang ijo,cari_kalori
kalau olahraga bakar berapa kalori,cari_kalori_olahraga
"cek gizi daun bebuas, segar",cari_nutrisi
terima kasih,terima_kasih
langkah memasak semur tahu & kentang,cari_resep
info kalori olahraga,cari_kalori_olahraga
langkah memasak gembung bakar hepikoooll 😄 #ajarinanakgemarmakanikan,cari_resep
berapa protein dan lemak di tahu crispy lembut,cari_nutrisi
cager tahu pete non msg ada berapa kalorinya,cari_kalori
info kalori olahraga,cari_kalori_olahraga
bahan untuk membuat pindang telur,cari_resep
tempe crispy penyet ada berapa kalorinya,cari_kalori
makasihya,terima_kasih
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
kalori sayur asem-asem daging sapi berapa,cari_kalori
udang mayones ada berapa kalorinya,cari_kalori
kalori olahraga dongya,cari_kalori_olahraga
kalkulator kalori olahragaya,cari_kalori_olahraga
makasih yaya,terima_kasih
olahraga membakar berapa kalori,cari_kalori_olahraga
kalori aktivitas fisikya,cari_kalori_olahraga
selamat siangya,salam
apakah rendang daging empuk #emje kalorinya tinggi,cari_kalori
olahraga membakar berapa kaloriya,cari_kalori_olahraga
selamat pagi,salam
"cek kalori daun ndusuk, segar",cari_kalori
"langkah memasak daun ndusuk, segar",cari_resep
selamat malam,salam
minta resep tahu melotot 👀,cari_resep
berapa protein dan lemak di udang asam manis bamboy,cari_nutrisi
hitung kalori olahragaya,cari_kalori_olahraga
nutrisi jagung putih segar apa saja,cari_nutrisi
makasih yaya,terima_kasih
cara masak telur bumbu gurih,cari_resep
resep telur ceplok sambalado dong,cari_resep
ajari aku bikin kaldu udang bubuk pengganti micinn cin 😁😁,cari_resep
thanks,terima_kasih
nutrisi dadar tahu telur apa saja,cari_nutrisi
terima kasih banyak,terima_kasih
info kalori olahragaya,cari_kalori_olahraga
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
heiya,salam
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
haiya,salam
thanksya,terima_kasih
kalori olahraga dongya,cari_kalori_olahraga
permisi,salam
nutrisi udang saos mentega enakkk apa saja,cari_nutrisi
kalori sup udang jamur gurih berapa,cari_kalori
halo,salam
ajari aku bikin ayam kecap bumbu jangkep,cari_resep
bagaimana cara membuat ikan kuwe florida mentah,cari_resep
terima kasihya,terima_kasih
cek kalori ikan bakar bumbu racik tempe dan sambal tomat,cari_kalori
berapa kalori terbakar saat olahragaya,cari_kalori_olahraga
info kalori ikan mackerel balado ala minang dong,cari_kalori
selamat malam,salam
selamat siangya,salam
thanks,terima_kasih
makasih yaya,terima_kasih
selamat malamya,salam
kalkulator kalori olahragaya,cari_kalori_olahraga
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
kalori aktivitas fisikya,cari_kalori_olahraga
kalori aktivitas fisik,cari_kalori_olahraga
permisiya,salam
info kalori olahragaya,cari_kalori_olahraga
detail nutrisi untuk cheesecake factory ultimate red velvet cake cheesecake,cari_nutrisi
8. kering tempe tahu pedas manis bikin gemuk gak ya?,cari_kalori
"detail nutrisi untuk semur ati ayam, telur puyuh, tahu",cari_nutrisi
berapa kalori tiram timur kalengan,cari_kalori
hitung kalori olahragaya,cari_kalori_olahraga
nutrisi grilled chicken breast apa saja,cari_nutrisi
apa kandungan gizi ayam sioh simple,cari_nutrisi
permisi,salam
kalori olahraga dongya,cari_kalori_olahraga
cek kalori oseng tahu cabe gendot ala fe',cari_kalori
kalori olahraga dong,cari_kalori_olahraga
olahraga membakar berapa kalori,cari_kalori_olahraga
hitung kalori tim udang sungai gala,cari_kalori
info kalori olahragaya,cari_kalori_olahraga
info kalori tahu tempe santan sederhana dong,cari_kalori
hei,salam
selamat pagiya,salam
halo,salam
hei,salam
kalau olahraga bakar berapa kalori,cari_kalori_olahraga
kalkulator kalori olahragaya,cari_kalori_olahraga
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
thanks,terima_kasih
kalori seledri mentah berapa,cari_kalori
cek kalori sate kambing simpel & enak,cari_kalori
terima kasihya,terima_kasih
thanks,terima_kasih
cara masak sop ayam sosis (ayam goreng),cari_resep
hitung kalori bakwan tahu teri nasi,cari_kalori
berapa kalori cager tahu pete non msg,cari_kalori
kandungan protein ayam cabe ijo berapa,cari_nutrisi
selamat malam,salam
teh hitam daun kering bikin gemuk gak ya?,cari_kalori
info nutrisi fusilli with scrambled egg prpasta,cari_nutrisi
apa kandungan gizi pepes udang,cari_nutrisi
olahraga membakar berapa kaloriya,cari_kalori_olahraga
mau tahu kalori sop kambing saya suka,cari_kalori
apakah pepes tempebotok tempe kalorinya tinggi,cari_kalori
haddock matang bikin gemuk gak ya?,cari_kalori
terima kasih banyakya,terima_kasih
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
kalori olahraga dong,cari_kalori_olahraga
kalkulator kalori olahraga,cari_kalori_olahraga
olahraga membakar berapa kalori,cari_kalori_olahraga
makasihya,terima_kasih
ajari aku bikin bola-bola ayam saus barbeque lada hitam,cari_resep
bahan untuk membuat tempe kering sederhana,cari_resep
nutrisi tahu mercon gurih apa saja,cari_nutrisi
info kalori olahraga,cari_kalori_olahraga
berapa pembakaran kalori saat senam atau lariya,cari_kalori_olahraga
cek gizi 95. lodeh tempe kacang panjang (recipe heni maria),cari_nutrisi
kari spesial tahu terong ada berapa kalorinya,cari_kalori
terima kasih,terima_kasih
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
olahraga membakar berapa kalori,cari_kalori_olahraga
resep martabak isi tahu pedas dong,cari_resep
"bahan untuk membuat nugget ceria (tahu, wortel, telur, mie & makaroni) 😄",cari_resep
halo botya,salam
minta resep steak tempe,cari_resep
cek gizi tumies telur kecap,cari_nutrisi
botok mangga muda udang tahu ada berapa kalorinya,cari_kalori
olahraga membakar berapa kaloriya,cari_kalori_olahraga
permisiya,salam
permisiya,salam
makasih ya,terima_kasih
haiya,salam
hitung kalori baje,cari_kalori
hitung kalori steamed tahu sutra /tahu telur,cari_kalori
nutrisi ca brokoli wortel baso ayam apa saja,cari_nutrisi
thanks,terima_kasih
thanksya,terima_kasih
cek gizi udang tofu lada hitam,cari_nutrisi
kalkulator kalori olahraga,cari_kalori_olahraga
berapa kalori udang cah tauco dan pete,cari_kalori
halo,salam
ok makasih,terima_kasih
mau tahu kalori sup balungan sapi,cari_kalori
kalori aktivitas fisikya,cari_kalori_olahraga
hai,salam
terima kasih,terima_kasih
halo,salam
makasih ya,terima_kasih
kandungan protein sapi hati sosis (liverworst) berapa,cari_nutrisi
berapa protein dan lemak di sambal ikan kembung,cari_nutrisi
selamat malam,salam
pie kentang ayam bikin gemuk gak ya?,cari_kalori
makasih yaya,terima_kasih
apakah beef dakgalbi kalorinya tinggi,cari_kalori
olahraga membakar berapa kalori,cari_kalori_olahraga
hitung kalori olahraga,cari_kalori_olahraga
selamat pagi,salam
info kalori olahraga,cari_kalori_olahraga
berapa kalori tumis sapi sayuran,cari_kalori
kalori ikan baung segar berapa,cari_kalori
cara masak sup asam ikan gabus,cari_resep
selamat siangya,salam
terima kasih banyakya,terima_kasih
thanksya,terima_kasih
terima kasih,terima_kasih
makasih,terima_kasih
mau tahu kalori sup telur,cari_kalori
selamat malam,salam
kalkulator kalori olahraga,cari_kalori_olahraga
detail nutrisi untuk sukiyaki masakan,cari_nutrisi
olahraga membakar berapa kalori,cari_kalori_olahraga
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
halo botya,salam
selamat siang,salam
selamat siang,salam
cek kalori baso tahu siomay,cari_kalori
selamat pagi,salam
thanks,terima_kasih
halo bot,salam
ajari aku bikin ayam bakar taliwang #kisahkasihcookpad,cari_resep
langkah memasak asem-asem sayap ayam,cari_resep
permisi,salam
kalori aktivitas fisikya,cari_kalori_olahraga
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
cek gizi krengsengan kambing #kitaberbagi,cari_nutrisi
makasih,terima_kasih
bahan untuk membuat bakso udang anti gagal,cari_resep
permisi,salam
apakah sawi telur orek no msg kalorinya tinggi,cari_kalori
info nutrisi garang asem ikan gabus,cari_nutrisi
olahraga membakar berapa kaloriya,cari_kalori_olahraga
hei,salam
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
makasih ya,terima_kasih
selamat pagiya,salam
olahraga membakar berapa kalori,cari_kalori_olahraga
halo,salam
kalori olahraga dongya,cari_kalori_olahraga
kandungan protein baso ikan udang berapa,cari_nutrisi
berapa kalori botok udang jamur,cari_kalori
terima kasih banyakya,terima_kasih
ajari aku bikin sempol ayam tergampang,cari_resep
hitung kalori ikan kakap goreng tepung,cari_kalori
makasih ya,terima_kasih
terima kasihya,terima_kasih
kalori aktivitas fisikya,cari_kalori_olahraga
apa kandungan gizi sop kakap pedas,cari_nutrisi
info kalori olahragaya,cari_kalori_olahraga
kalkulator kalori olahraga,cari_kalori_olahraga
kalkulator kalori olahragaya,cari_kalori_olahraga
ajari aku bikin tahu bacem sederhana,cari_resep
thanks,terima_kasih
kandungan protein jagung putih mentah berapa,cari_nutrisi
tetelan tempe bumbu kecap ada berapa kalorinya,cari_kalori
kalkulator kalori olahraga,cari_kalori_olahraga
haloya,salam
kalkulator kalori olahragaya,cari_kalori_olahraga
hitung kalori ikan lele goreng,cari_kalori
permisiya,salam
info kalori olahragaya,cari_kalori_olahraga
apa kandungan gizi orak-arik sayuran dan telur (bumbu iris) #bantumantenbaru,cari_nutrisi
telor gulung dapur kurnia ada berapa kalorinya,cari_kalori
kandungan protein sup kaldu sapi berapa,cari_nutrisi
kalori olahraga dongya,cari_kalori_olahraga
makasih,terima_kasih
selamat pagi,salam
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
terima kasih banyakya,terima_kasih
haloya,salam
selamat malam,salam
info kalori olahraga,cari_kalori_olahraga
thanks,terima_kasih
kandungan protein [simple] sup tomat telur berapa,cari_nutrisi
becek daging kambing khas tuban kitaberbagi ada berapa kalorinya,cari_kalori
chicken steak with brown sauce ala2 bikin gemuk gak ya?,cari_kalori
thanks,terima_kasih
makasih yaya,terima_kasih
terima kasih,terima_kasih
ok makasih,terima_kasih
haloya,salam
kalkulator kalori olahraga,cari_kalori_olahraga
selamat pagi,salam
terima kasihya,terima_kasih
makasihya,terima_kasih
apa kandungan gizi san remo pasta sauce spaghetti (mentah),cari_nutrisi
kalori aktivitas fisikya,cari_kalori_olahraga
kandungan protein wakame salad berapa,cari_nutrisi
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
selamat siang,salam
haiya,salam
info kalori olahraga,cari_kalori_olahraga
mau tahu kalori sambal ikan kembung,cari_kalori
resep tempe terong buncis bumbu kecap dong,cari_resep
info nutrisi steak daging kambing crispy alaala,cari_nutrisi
kalkulator kalori olahragaya,cari_kalori_olahraga
hai,salam
bahan untuk membuat tumis tulang sapi,cari_resep
info nutrisi gurami goreng tepung saos asam manis,cari_nutrisi
info nutrisi 07tauco ikan kembung rebus,cari_nutrisi
permisiya,salam
info kalori donat krispy kreme oreo chocolate cream dong,cari_kalori
resep tumis udang balado dong,cari_resep
terima kasih banyakya,terima_kasih
heiya,salam
kalori olahraga dong,cari_kalori_olahraga
selamat siangya,salam
kalori aktivitas fisikya,cari_kalori_olahraga
selamat siangya,salam
info kalori olahraga,cari_kalori_olahraga
selamat pagi,salam
makasihya,terima_kasih
selamat siang,salam
thanksya,terima_kasih
selamat malam,salam
kalkulator kalori olahragaya,cari_kalori_olahraga
makasihya,terima_kasih
apakah patin ketumbar (batita) kalorinya tinggi,cari_kalori
info kalori olahraga,cari_kalori_olahraga
cara masak kacang hijau kering,cari_resep
selamat siangya,salam
mau tahu kalori merica,cari_kalori
selamat malam,salam
nutrisi keripik kentang krim asam dan bawang bombay apa saja,cari_nutrisi
bahan untuk membuat asam padeh ikan tuna,cari_resep
info kalori olahragaya,cari_kalori_olahraga
kalori aktivitas fisikya,cari_kalori_olahraga
haiya,salam
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
kalkulator kalori olahragaya,cari_kalori_olahraga
ajari aku bikin oseng2 kulit sapi tahu,cari_resep
thanks,terima_kasih
makasih,terima_kasih
bagaimana cara membuat chicken corn soup,cari_resep
hitung kalori tempe penyet ala dee,cari_kalori
bagaimana cara membuat tetep (terong tempe penyet) sambal terasi,cari_resep
nutrisi omelette tahu daun kemangi apa saja,cari_nutrisi
kalori fettucini cajun shrimp berapa,cari_kalori
olahraga membakar berapa kalori,cari_kalori_olahraga
selamat pagi,salam
info nutrisi sawi putih pe tsai mentah,cari_nutrisi
permisi,salam
berapa kalori kue bangen,cari_kalori
berapa kalori terbakar saat olahragaya,cari_kalori_olahraga
kalori aktivitas fisikya,cari_kalori_olahraga
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
kalori aktivitas fisik,cari_kalori_olahraga
kalori tongkol kecap pedas berapa,cari_kalori
berapa protein dan lemak di ayam dan tempe sambel mentah,cari_nutrisi
berapa pembakaran kalori saat senam atau lariya,cari_kalori_olahraga
thanksya,terima_kasih
halo botya,salam
selamat pagi,salam
detail nutrisi untuk sawo manila segar,cari_nutrisi
nutrisi pokcoy tahu bakso saus tiram apa saja,cari_nutrisi
kalau olahraga bakar berapa kalori,cari_kalori_olahraga
haloya,salam
terima kasihya,terima_kasih
makasih yaya,terima_kasih
bagaimana cara membuat balado tahu kentang dan puyuh,cari_resep
bagaimana cara membuat tapai beras,cari_resep
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
kalori olahraga dong,cari_kalori_olahraga
halo botya,salam
haloya,salam
terima kasih banyak,terima_kasih
thanksya,terima_kasih
makasihya,terima_kasih
permisiya,salam
ok makasih,terima_kasih
info kalori olahraga,cari_kalori_olahraga
info kalori nasi kebuli kitaberbagi dong,cari_kalori
hitung kalori olahragaya,cari_kalori_olahraga
makasihya,terima_kasih
bahan untuk membuat menu diet kentang dan telur tamagoyaki,cari_resep
resep telur panggang tuna keju microwave debm dong,cari_resep
cek kalori udang simpel,cari_kalori
kalkulator kalori olahragaya,cari_kalori_olahraga
bagaimana cara membuat sate manis palembang,cari_resep
thanksya,terima_kasih
ok makasih,terima_kasih
hei,salam
minta resep sop kakap pedas,cari_resep
berapa kalori saladstop omega 3 baby,cari_kalori
terima kasih banyakya,terima_kasih
halo bot,salam
kalkulator kalori olahragaya,cari_kalori_olahraga
kalori aktivitas fisik,cari_kalori_olahraga
terima kasih,terima_kasih
haloya,salam
olahraga membakar berapa kalori,cari_kalori_olahraga
ikan todak dimasak bikin gemuk gak ya?,cari_kalori
berapa kalori kwaci,cari_kalori
bahan untuk membuat makelor(makaroni telor),cari_resep
ok makasihya,terima_kasih
selamat siang,salam
selamat siangya,salam
selamat siang,salam
haiya,salam
apa kandungan gizi bandeng presto pedas,cari_nutrisi
heiya,salam
bagaimana cara membuat sate kambing empuk,cari_resep
bagaimana cara membuat krengsengan kambing mercon,cari_resep
cek kalori beef teriyaki simple ala annisa ellen,cari_kalori
daging goreng dan tahu kriuk bikin gemuk gak ya?,cari_kalori
mau tahu kalori sate manis palembang,cari_kalori
olahraga membakar berapa kalori,cari_kalori_olahraga
berapa pembakaran kalori saat senam atau lariya,cari_kalori_olahraga
kalori aktivitas fisikya,cari_kalori_olahraga
selamat pagiya,salam
hei,salam
kalori aktivitas fisik,cari_kalori_olahraga
haloya,salam
kalori aktivitas fisik,cari_kalori_olahraga
ajari aku bikin bakwan tahu teri nasi,cari_resep
makasih yaya,terima_kasih
kalori olahraga dongya,cari_kalori_olahraga
bahan untuk membuat braised lamb shank,cari_resep
kalori ayam cabe ijo berapa,cari_kalori
thanks,terima_kasih
hitung kalori olahragaya,cari_kalori_olahraga
makasih yaya,terima_kasih
hitung kalori wakame salad,cari_kalori
"resep burung, sarang, segar dong",cari_resep
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
info kalori kakap goreng sambal dabu-dabu dong,cari_kalori
kalkulator kalori olahraga,cari_kalori_olahraga
minta resep bandeng presto pedas,cari_resep
berapa pembakaran kalori saat senam atau lariya,cari_kalori_olahraga
makasihya,terima_kasih
berapa kalori sarden abc ceplok telor ekstra pedas,cari_kalori
selamat siangya,salam
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
langkah memasak soda jeruk nipis,cari_resep
hitung kalori sambel tempe kentang teri medan,cari_kalori
makasih,terima_kasih
apa kandungan gizi udang tahubun (untuk bekal anak),cari_nutrisi
terima kasih banyak,terima_kasih
minta resep kaldu udang bubuk pengganti micinn cin 😁😁,cari_resep
terima kasih,terima_kasih
cek gizi nila asam pedas,cari_nutrisi
langkah memasak tahu ayam kecap ekspres,cari_resep
thanks,terima_kasih
berapa protein dan lemak di tongkol asap bumbu pedas,cari_nutrisi
nutrisi sapi santan cabai hijau apa saja,cari_nutrisi
permisiya,salam
olahraga membakar berapa kaloriya,cari_kalori_olahraga
cara masak ayam dan tahu kecap,cari_resep
"apa kandungan gizi orak-arik 😅 sayur buncis, telur dan wortel",cari_nutrisi
hai,salam
info kalori kikil tempe pedas manis dong,cari_kalori
halo,salam
ok makasihya,terima_kasih
permisi,salam
hai,salam
langkah memasak espresso tanpa kafein,cari_resep
berapa protein dan lemak di sop iga sapi gurih,cari_nutrisi
berapa kalori terbakar saat olahragaya,cari_kalori_olahraga
hitung kalori olahraga,cari_kalori_olahraga
ok makasih,terima_kasih
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
selamat malamya,salam
haloya,salam
info kalori olahraga,cari_kalori_olahraga
hitung kalori olahraga,cari_kalori_olahraga
detail nutrisi untuk sate goreng kambing ala ny. sul,cari_nutrisi
halo bot,salam
olahraga membakar berapa kaloriya,cari_kalori_olahraga
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
